academicfield:news	academic_program_at_university	university:college
sportsteam:montana_state	team_plays_in_city	city:bozeman
sportsteam:michigan_technological_university	team_plays_in_city	city:houghton
sportsteam:iowa_state	team_plays_in_city	city:ames
sportsteam:florida_marlins	team_plays_in_city	city:miami
sportsteam:blackhawks	team_plays_in_city	city:chicago
sportsteam:oregon_state_beavers	team_plays_in_city	city:corvallis
sportsteam:florida_state	team_plays_in_city	city:tallahassee
sportsteam:colorado_state_university	team_plays_in_city	city:fort_collins
sportsteam:ohio_university	team_plays_in_city	city:athens
sportsteam:ucla	team_plays_in_city	city:westwood
sportsteam:western_kentucky	team_plays_in_city	geopoliticallocation:bowling_green
sportsteam:colorado_state	team_plays_in_city	city:pueblo
sportsteam:southern_mississippi_golden_eagles	team_plays_in_league	sportsleague:ncaa
sportsteam:princeton_theological_seminary	team_plays_in_league	sportsleague:ncaa
sportsteam:kansas_state	team_plays_in_league	sportsleague:ncaa
sportsteam:arizona_wildcats	team_plays_in_league	sportsleague:ncaa
sportsteam:st___louis_blues	team_plays_in_league	sportsleague:nhl
sportsteam:northern_iowa_panthers	team_plays_in_league	sportsleague:ncaa
sportsteam:marquette_golden_eagles	team_plays_in_league	sportsleague:ncaa
sportsteam:george_washington_colonials	team_plays_in_league	sportsleague:ncaa
sportsteam:cameron_aggies	team_plays_in_league	sportsleague:ncaa
sportsteam:sonics	team_plays_in_league	sportsleague:nba
sportsteam:anaheim_ducks	team_plays_in_league	sportsleague:nhl
sportsteam:northern_arizona_lumberjacks	team_plays_in_league	sportsleague:ncaa
sportsteam:charlotte_bobcats	team_plays_in_league	sportsleague:nba
sportsteam:bowling_green_falcons	team_plays_in_league	sportsleague:ncaa
sportsteam:middle_tennessee_state_blue_raiders	team_plays_in_league	sportsleague:ncaa
sportsteam:tulane_green_wave	team_plays_in_league	sportsleague:ncaa
sportsteam:alabama_state_hornets	team_plays_in_league	sportsleague:ncaa
sportsteam:morehead_state_eagles	team_plays_in_league	sportsleague:ncaa
sportsteam:western_kentucky	team_plays_in_league	sportsleague:ncaa
sportsteam:unc_wilmington_seahawks	team_plays_in_league	sportsleague:ncaa
sportsteam:south_florida_bulls	team_plays_in_league	sportsleague:ncaa
sportsteam:northwestern	team_plays_in_league	sportsleague:ncaa
sportsteam:savannah_state_tigers	team_plays_in_league	sportsleague:ncaa
sportsteam:indiana_state_sycamores	team_plays_in_league	sportsleague:ncaa
sportsteam:iowa_hawkeyes	team_plays_in_league	sportsleague:ncaa
sportsteam:central_florida_knights	team_plays_in_league	sportsleague:ncaa
sportsteam:niagara_purple_eagles	team_plays_in_league	sportsleague:ncaa
sportsteam:cal_state_fullerton_titans	team_plays_in_league	sportsleague:ncaa
sportsteam:carolina_hurricanes	team_plays_in_league	sportsleague:nhl
sportsteam:red_wings	team_plays_in_league	sportsleague:nhl
sportsteam:wisconsin_green_bay_phoenix	team_plays_in_league	sportsleague:ncaa
sportsteam:rangers	team_plays_in_league	sportsleague:nhl
sportsteam:appalachian_state_mo	team_plays_in_league	sportsleague:ncaa
sportsteam:cal_state_northridge_matadors	team_plays_in_league	sportsleague:ncaa
sportsteam:emory_eagles	team_plays_in_league	sportsleague:ncaa
sportsteam:maine_black_bears	team_plays_in_league	sportsleague:ncaa
sportsteam:california_golden_bears	team_plays_in_league	sportsleague:ncaa
sportsteam:lehigh_mountain_hawks	team_plays_in_league	sportsleague:ncaa
sportsteam:indiana_hoosiers	team_plays_in_league	sportsleague:ncaa
sportsteam:nevada_wolfpack	team_plays_in_league	sportsleague:ncaa
sportsteam:dundee_united	team_plays_in_league	sportsleague:league
sportsteam:texas_longhorns	team_plays_in_league	sportsleague:ncaa
sportsteam:sacramento_kings	team_plays_in_league	sportsleague:nba
sportsteam:trail_blazers	team_plays_in_league	sportsleague:nba
sportsteam:blue_jackets	team_plays_in_league	sportsleague:nhl
sportsteam:western_michigan_broncos	team_plays_in_league	sportsleague:ncaa
sportsteam:blackhawks	team_plays_in_league	sportsleague:nhl
sportsteam:akron_zips	team_plays_in_league	sportsleague:ncaa
sportsteam:bruins	team_plays_in_league	sportsleague:nhl
sportsteam:boston_college	team_plays_in_league	sportsleague:ncaa
sportsteam:san_antonio	team_plays_in_league	sportsleague:nba
sportsteam:milwaukee_bucks	team_plays_in_league	sportsleague:nba
sportsteam:alabama_birmingham_blazers	team_plays_in_league	sportsleague:ncaa
sportsteam:mavericks	team_plays_in_league	sportsleague:nba
sportsteam:florida_state	team_plays_in_league	sportsleague:acc
sportsteam:northwestern_state_demons	team_plays_in_league	sportsleague:ncaa
sportsteam:washington_state	team_plays_in_league	sportsleague:ncaa
sportsteam:colorado_college	team_plays_in_league	sportsleague:ncaa
geopoliticallocation:manchester_city	team_plays_in_league	sportsleague:fa
sportsteam:liverpool	team_plays_in_league	sportsleague:fa
sportsteam:flyers_playoff_tickets	team_plays_in_league	sportsleague:nhl
sportsteam:brigham_young_cougars	team_plays_in_league	sportsleague:ncaa
sportsteam:uconn	team_plays_in_league	sportsleague:ncaa
sportsteam:citadel_bulldogs	team_plays_in_league	sportsleague:ncaa
sportsteam:johns_hopkins_blue_jays	team_plays_in_league	sportsleague:ncaa
sportsteam:notre_dame	team_plays_in_league	sportsleague:ncaa
sportsteam:georgetown_university	team_plays_in_league	sportsleague:international
sportsteam:nebraska_cornhuskers	team_plays_in_league	sportsleague:ncaa
sportsteam:eastern_kentucky_colonels	team_plays_in_league	sportsleague:ncaa
sportsteam:arizona_state_sun_devils	team_plays_in_league	sportsleague:ncaa
sportsteam:western_kentucky_hilltoppers	team_plays_in_league	sportsleague:ncaa
sportsteam:spartans	team_plays_in_league	sportsleague:bcs
sportsteam:georgia_state	team_plays_in_league	sportsleague:ncaa
sportsteam:canucks	team_plays_in_league	sportsleague:nhl
sportsteam:iupui_jaguars	team_plays_in_league	sportsleague:ncaa
sportsteam:villanova_wildcats	team_plays_in_league	sportsleague:ncaa
sportsteam:buckeyes	team_plays_in_league	sportsleague:bcs
sportsteam:sixers	team_plays_in_league	sportsleague:nba
sportsteam:mississippi_valley_state_delta_devils	team_plays_in_league	sportsleague:ncaa
sportsteam:illinois_state_university	team_plays_in_league	sportsleague:international
sportsteam:columbia_university	team_plays_in_league	sportsleague:international
sportsteam:bradley_braves	team_plays_in_league	sportsleague:ncaa
sportsteam:louisiana_lafayette_ragin_cajuns	team_plays_in_league	sportsleague:ncaa
sportsteam:eastern_michigan_university	team_plays_in_league	sportsleague:international
sportsteam:vcu_rams	team_plays_in_league	sportsleague:ncaa
sportsteam:west_virginia_mountaineers	team_plays_in_league	sportsleague:ncaa
sportsteam:central_michigan_chippewas	team_plays_in_league	sportsleague:ncaa
sportsteam:devils	team_plays_in_league	sportsleague:nhl
sportsteam:northeastern_huskies	team_plays_in_league	sportsleague:ncaa
sportsteam:chicago_bulls	team_plays_in_league	sportsleague:nba
sportsteam:unlv_runnin_rebels	team_plays_in_league	sportsleague:ncaa
sportsteam:florida_state_seminoles	team_plays_in_league	sportsleague:ncaa
sportsteam:montreal_canadiens	team_plays_in_league	sportsleague:nhl
sportsteam:east_tennessee_state_buccaneers	team_plays_in_league	sportsleague:ncaa
sportsteam:montana_grizzlies	team_plays_in_league	sportsleague:ncaa
sportsteam:minnesota_timberwolves	team_plays_in_league	sportsleague:nba
sportsteam:boise_state_broncos	team_plays_in_league	sportsleague:ncaa
sportsteam:mississippi_rebels	team_plays_in_league	sportsleague:ncaa
sportsteam:arkansas_pine_bluff_golden_lions	team_plays_in_league	sportsleague:ncaa
sportsteam:boilermakers	team_plays_in_league	sportsleague:acc
sportsteam:miami_hurricanes	team_plays_in_league	sportsleague:ncaa
sportsteam:wake_forest_demon_deacons	team_plays_in_league	sportsleague:ncaa
sportsteam:ball_state_cardinals	team_plays_in_league	sportsleague:ncaa
sportsteam:phoenix_coyotes	team_plays_in_league	sportsleague:nhl
sportsteam:uk	team_plays_in_league	sportsleague:international
sportsteam:wisconsin_badgers	team_plays_in_league	sportsleague:ncaa
sportsteam:navy_midshipmen	team_plays_in_league	sportsleague:ncaa
sportsteam:alabama_crimson_tide	team_plays_in_league	sportsleague:ncaa
sportsteam:uc_irvine_anteaters	team_plays_in_league	sportsleague:ncaa
sportsteam:delaware_state_hornets	team_plays_in_league	sportsleague:ncaa
sportsteam:magic	team_plays_in_league	sportsleague:nba
sportsteam:georgia_tech	team_plays_in_league	sportsleague:ncaa
sportsteam:dallas_stars	team_plays_in_league	sportsleague:nhl
sportsteam:man_utd	team_plays_in_league	sportsleague:fa
sportsteam:coastal_carolina_chanticleers	team_plays_in_league	sportsleague:ncaa
sportsteam:george_mason_patriots	team_plays_in_league	sportsleague:ncaa
sportsteam:alabama_a_m_bulldogs	team_plays_in_league	sportsleague:ncaa
sportsteam:minnesota_state_mavericks	team_plays_in_league	sportsleague:ncaa
sportsteam:loyola_marymount_lions	team_plays_in_league	sportsleague:ncaa
sportsteam:texas_a_m	team_plays_in_league	sportsleague:ncaa
sportsteam:south_dakota_coyotes	team_plays_in_league	sportsleague:ncaa
sportsteam:oklahoma_city_thunder	team_plays_in_league	sportsleague:nba
sportsteam:stanford	team_plays_in_league	sportsleague:ncaa
sportsteam:byu	team_plays_in_league	sportsleague:nhl
sportsteam:rutgers_scarlet_knights	team_plays_in_league	sportsleague:ncaa
sportsteam:pittsburgh_penguins	team_plays_in_league	sportsleague:nhl
sportsteam:eastern_illinois_panthers	team_plays_in_league	sportsleague:ncaa
sportsteam:rice_owls	team_plays_in_league	sportsleague:ncaa
sportsteam:charleston_cougars	team_plays_in_league	sportsleague:ncaa
sportsteam:pittsburgh_panthers	team_plays_in_league	sportsleague:ncaa
sportsteam:southern_utah_thunderbirds	team_plays_in_league	sportsleague:ncaa
sportsteam:state_university	team_plays_in_league	sportsleague:international
sportsteam:minnesota_duluth_bulldogs	team_plays_in_league	sportsleague:ncaa
sportsteam:boston_university	team_plays_in_league	sportsleague:international
sportsteam:derby_county	team_plays_in_league	sportsleague:fa
sportsteam:pittsburg_state_gorillas	team_plays_in_league	sportsleague:ncaa
sportsteam:raptors	team_plays_in_league	sportsleague:nba
sportsteam:los_angeles_clippers	team_plays_in_league	sportsleague:nba
sportsteam:rhode_island_rams	team_plays_in_league	sportsleague:ncaa
sportsteam:syracuse_university	team_plays_in_league	sportsleague:international
sportsteam:leafs	team_plays_in_league	sportsleague:nhl
sportsteam:sacramento_state	team_plays_in_league	sportsleague:ncaa
sportsteam:southeast_missouri_state_redhawks	team_plays_in_league	sportsleague:ncaa
sportsteam:james_madison_dukes	team_plays_in_league	sportsleague:ncaa
sportsteam:pennsylvania_state_university	team_plays_in_league	sportsleague:international
sportsteam:sacred_heart_pioneers	team_plays_in_league	sportsleague:ncaa
sportsteam:utah_jazz	team_plays_in_league	sportsleague:nba
sportsteam:colorado_avalanche	team_plays_in_league	sportsleague:nhl
sportsteam:demon_deacons	team_plays_in_league	sportsleague:acc
sportsteam:college	team_plays_in_league	sportsleague:international
sportsteam:georgia_southern_eagles	team_plays_in_league	sportsleague:ncaa
sportsteam:bolton_wanderers	team_plays_in_league	sportsleague:fa
sportsteam:seattle_supersonics	team_plays_in_league	sportsleague:nba
sportsteam:ole_miss	team_plays_in_league	sportsleague:ncaa
sportsteam:lsu_tigers	team_plays_in_league	sportsleague:ncaa
sportsteam:barcelona	team_plays_in_league	sportsleague:uefa
sportsteam:new_orleans_hornets	team_plays_in_league	sportsleague:nba
sportsteam:indiana_university	team_plays_in_league	sportsleague:international
sportsteam:arkansas_state_red_wolves	team_plays_in_league	sportsleague:ncaa
sportsteam:wisconsin_milwaukee_panthers	team_plays_in_league	sportsleague:ncaa
sportsteam:idaho_state_bengals	team_plays_in_league	sportsleague:ncaa
sportsteam:kent_state	team_plays_in_league	sportsleague:ncaa
sportsteam:northern_colorado_bears	team_plays_in_league	sportsleague:ncaa
sportsteam:mississippi_state_university	team_plays_in_league	sportsleague:ncaa
sportsteam:southern_methodist_mustangs	team_plays_in_league	sportsleague:ncaa
sportsteam:rochester_yellow_jackets	team_plays_in_league	sportsleague:ncaa
sportsteam:xavier_musketeers	team_plays_in_league	sportsleague:ncaa
sportsteam:texas_a_m_university	team_plays_in_league	sportsleague:international
sportsteam:toledo_rockets	team_plays_in_league	sportsleague:ncaa
sportsteam:siena_saints	team_plays_in_league	sportsleague:ncaa
sportsteam:tar_heels	team_plays_in_league	sportsleague:acc
sportsteam:montana_state	team_plays_in_league	sportsleague:ncaa
sportsteam:ohio_state_buckeyes	team_plays_in_league	sportsleague:ncaa
sportsteam:alaska_fairbanks_nanooks	team_plays_in_league	sportsleague:ncaa
sportsteam:colorado_buffaloes	team_plays_in_league	sportsleague:ncaa
sportsteam:connecticut_huskies	team_plays_in_league	sportsleague:ncaa
sportsteam:ohio_bobcats	team_plays_in_league	sportsleague:ncaa
sportsteam:longwood_lancers	team_plays_in_league	sportsleague:ncaa
sportsteam:new_mexico_lobos	team_plays_in_league	sportsleague:ncaa
sportsteam:florida_atlantic_owls	team_plays_in_league	sportsleague:ncaa
sportsteam:memphis_tigers	team_plays_in_league	sportsleague:ncaa
sportsteam:samford_bulldogs	team_plays_in_league	sportsleague:ncaa
sportsteam:usc	team_plays_in_league	sportsleague:ncaa
sportsteam:la_clippers	team_plays_in_league	sportsleague:nba
sportsteam:penn_state	team_plays_in_league	sportsleague:ncaa
sportsteam:missouri_western_state_griffons	team_plays_in_league	sportsleague:ncaa
sportsteam:austin_peay_governors	team_plays_in_league	sportsleague:ncaa
sportsteam:miami_university	team_plays_in_league	sportsleague:international
sportsteam:new_mexico_state_aggies	team_plays_in_league	sportsleague:ncaa
sportsteam:oregon_state_university	team_plays_in_league	sportsleague:international
sportsteam:colorado_state	team_plays_in_league	sportsleague:ncaa
sportsteam:l_a__kings	team_plays_in_league	sportsleague:nhl
sportsteam:wayne_state_warriors	team_plays_in_league	sportsleague:ncaa
sportsteam:timberwolves	team_plays_in_league	sportsleague:nba
sportsteam:kennesaw_state_owls	team_plays_in_league	sportsleague:ncaa
sportsteam:michigan_state_university	team_plays_in_league	sportsleague:international
sportsteam:wichita_state_shockers	team_plays_in_league	sportsleague:ncaa
sportsteam:liberty_flames	team_plays_in_league	sportsleague:ncaa
sportsteam:unc_asheville_bulldogs	team_plays_in_league	sportsleague:ncaa
sportsteam:ucla	team_plays_sport	sport:softball
sportsteam:kansas_state	team_plays_sport	sport:football
sportsteam:new_york_giants	team_plays_sport	sport:football
sportsteam:colts	team_plays_sport	sport:football
